PMID	Type	Abstract	Keywords	Journal	Rank	Title	Date	Organism	Score	Language	Country	Authors
22032341	Journal Article	Vaspin and omentin are two recently discovered adipokines that have been involved in chronic inflammatory processes. The aims of our study were to evaluate their serum levels in patients affected by juvenile idiopathic arthritis (JIA), in comparison to healthy controls, and to correlate circulating levels to parameters of disease activity. Serum levels of omentin and vaspin were assayed by enzyme-linked immunosorbent assay in 40 patients with JIA classified according to the ILAR criteria and 26 healthy controls. Serum omentin levels were significantly higher in JIA patients versus healthy controls (p&lt;0.0001) whereas serum vaspin levels did not significantly differ between the two groups. JIA children with active joints showed higher omentin serum levels than JIA children without active joints (p&lt;0.001) and omentin serum levels significantly correlated with the presence of active joints (p&lt;0.0001). Omentin serum levels were also significantly related with the number of active joints (p&lt;0.002). Vaspin serum level did not show statistical significant differences between JIA children with active joints and those with no active joints. There was no correlation between plasma vaspin levels and the presence of active joints, or the number of active joints Our study is the first report on the new adipokines vaspin and omentin in patients with JIA, and it shows that omentin is significantly higher in JIA patients in comparison with healthy controls. In addition, we also report that omentin plasma levels are significantly correlated with the presence and the number of active joints.	NA	Clinical and experimental rheumatology	4.Bronze	Circulating levels of the adipokines vaspin and omentin in patients with juvenile idiopathic arthritis, and relation to disease activity.	22/12/2011	Department of Clinical Medicine and Immunologic Sciences, University of Siena, Italy. cantariniluca@hotmail.com	0.0	[\&#39;eng\&#39;]	Italy	Cantarini L, Simonini G, Fioravanti A, Generoso M, Bacarelli MR, Dini E, Galeazzi M, Cimaz R
28477538	Journal Article	The increase in Rheumatoid arthritis (RA) associated mortality is predominantly due to accelerated coronary artery and cerebrovascular atherosclerosis with increased risk of ischemic heart disease about 50% in RA patients compared to controls. To study the pathogenesis of ischemic heart disease in RA, role of inflammatory cytokine interplay, disease activity and rheumatoid factor positivity. Eighty RA patients and 44 healthy controls were included. All subjects were younger than 45years for females and 55years for males with exclusion of all traditional risk factors for atherosclerosis. Interleukin (IL) 1, 6 and 18 were assessed in all subjects. RA patients fulfilled ACR/EULAR 2010 criteria and were subjected to Dobutaminestress-echocardiography, diseases activity assessed by DAS-28, X-ray hands for Larsen score and function assessment by HAQ. RA patients had significantly higher serum IL 1, 6 and 18 than controls (p=0.00 in all). Thirty four (42.5%) patients had hypertensive reaction on Dobutamine-stress-echocardiography, four of them had ischemic change, and 46 (57.5%) had normal reaction. All patients with hypertensive reaction had positive RF (p=0.00), 10 had DAS-28&gt;5.1, 20 had DAS-28 from 3.2 to5.1 and 4 were in remission (p=0.001). CRP was higher in patients with hypertensive reaction (p=0.003) while serum levels of IL1, 6 and 18 showed no significant difference. In all patients, serum levels of IL1, 6 and 18 showed significant positive correlation with VAS, HAQ and DAS-28 (p&lt;0.001 in all). Only IL18 showed significant positive correlation with X-ray score in all patients. Disease activity and RF positivity play an important risk factor for ischemic heart disease in RA. Serum levels of IL1, 6 and 18 did not help much in detecting patients at risk of ischemic heart disease. Better control of RA disease activity with early remission helps in preventing cardiac complications. More studies on larger number of patients are needed for better understanding of mechanism of ischemic heart disease in RA.	[[\&#39;Inflammatory cytokines\&#39;, \&#39;Ischemic heart disease\&#39;, \&#39;Rheumatoid arthritis\&#39;]]	Cytokine	4.Bronze	Ischemic heart disease and rheumatoid arthritis: Do inflammatory cytokines have a role?	03/05/2017	Internal Medicine Department, Rheumatology Division, Ain Shams University, Egypt. Electronic address: samahmn72@yahoo.com.	0.0	[\&#39;eng\&#39;]	England	El Bakry SA, Fayez D, Morad CS, Abdel-Salam AM, Abdel-Salam Z, ElKabarity RH, El Dakrony AHM
7497537	Journal Article	The systemic vasculitides are a group of rare inflammatory conditions resulting in inflammation and necrosis of blood vessel walls. They are somewhat commoner than previously believed with an annual incidence approaching 40 per million. Furthermore the annual incidence of rheumatoid vasculitis is 12.5 per million and Wegener\&#39;s granulomatosis is 8.5 per million. The first useful classification system for systemic vasculitis was published in 1952, since then a number of different schemes have been published. The major changes have been the recognition of the importance of dominant blood vessel size, the distinction between primary and secondary vasculitis and the incorporation of pathogenetic markers such as ANCA (see Table 6). Until relatively recently there were no widely agreed diagnostic or classification criteria. In 1990 the ACR published criteria for the diagnosis of polyarteritis nodosa, Churg-Strauss syndrome, Wegener\&#39;s granulomatosis, hypersensitivity vasculitis, Henoch-Schönlein purpura, giant cell arteritis and Takayasu\&#39;s arteritis. The criteria were provided in both traditional and tree format. Sensitivity and specificity rates varied considerably: 71.0-95.3% for sensitivity and 78.7-99.7% for specificity. The criteria were not tested against the general population or against patients with other connective tissue diseases or rheumatic conditions. In 1993/94 the Chapel Hill Consensus Conference developed and published definitions for the nomenclature of systemic vasculitis based on clinical features. These have not met with universal acceptance. However, they are a useful addition, since their use should result in different centres studying more homogeneous populations of patients and facilitate comparison of data between different centres. Assessment of vasculitis comprises an activity score (BVAS), damage index and quality of life/health status (SF-36). These are recent developments which are still undergoing validation.	NA	Bailliere\&#39;s clinical rheumatology	4.Bronze	Vasculitis.	1995	Ipswich Hospital NHS Trust, Department of Rheumatology, UK.	0.0	[\&#39;eng\&#39;]	England	Watts RA, Scott DG
23221582	Journal Article	As more effective treatments for RA have become available, studies have demonstrated that in patients who attained remission, defined as a simplified disease activity index (SDAI) ≤3.3, not only disease activity but radiographic progression was reduced. The feasibility and the benefit of attaining remission led to the development of the ACR/European League Against Rheumatism (EULAR) 2011 remission criteria. These criteria employ either a Boolean definition, including tender and swollen joint counts ≤1, and CRP ≤1 mg/dl, or an index-based definition, SDAI ≤3.3, in combination with patient-reported outcomes on a scale of 0-10. It is expected that the ACR/EULAR criteria will be used as secondary outcomes in clinical trials. Some questions about the implementation of the new criteria include the availability of CRP values, and the possibility that patient-reported outcomes may skew the outcome if patients cannot distinguish other musculoskeletal conditions from RA. Several issues require further study, including the role of imaging, fatigue and the impact of the involvement of joints other than the 28 counted in the ACR/EULAR criteria.	NA	Rheumatology (Oxford, England)	4.Bronze	The new ACR/EULAR remission criteria: rationale for developing new criteria for remission.	2012	Inflammatory Arthritis Center, Hospital for Special Surgery, 535 East 70th Street, 6th Floor, New York, NY 10021, USA. bykerkv@hss.edu	0.0	[\&#39;eng\&#39;]	England	Bykerk VP, Massarotti EM
25184745	Journal Article	Ankylosing spondylitis (AS) is a highly familial rheumatic disorder and is considered as a chronic inflammatory disease. Genetic factors are involved in the pathogenesis of AS. To identify genes which render people susceptible to AS in a Taiwanese population, we selected six single-nucleotide polymorphisms (SNPs) from previous genome-wide association studies (GWASs) which were associated with AS in European descendants and Han Chinese. To assess whether the six SNPs contributed to AS susceptibility and severity in Taiwanese population, 475 AS patients fulfilling the modified New York Criteria and 527 healthy subjects were recruited. We found that rs10865331 was significantly associated with AS susceptibility and with Bath AS Function Index (BASFI). The AA and AG genotypes of rs10865331 were also significantly associated with a higher erythrocyte sedimentation rate. Our findings provided evidence that rs10865331 is associated AS susceptibility and with disease activity (BASFI) in a Taiwanese population. 	NA	PloS one	4.Bronze	rs10865331 associated with susceptibility and disease severity of ankylosing spondylitis in a Taiwanese population.	03/09/2014	Department of Clinical Pharmacy, School of Pharmacy, Taipei Medical University, Taipei, Taiwan; Master Program for Clinical Pharmacogenomics and Pharmacoproteomics, School of Pharmacy, Taipei Medical University, Taipei, Taiwan.	0.0	[\&#39;eng\&#39;]	United States	Wen YF, Wei JC, Hsu YW, Chiou HY, Wong HS, Wong RH, Ikegawa S, Chang WC
15969452	Journal Article	34th Greek regimen, which was part of the NATO forces, provided medical services to the civilians of Kosovo. We studied epidemiologic data in the population of Kosovo regarding hypertension in order to determine the prevalence and characteristics of hypertension. 830 patients (281 - 33.86% male, 62 +/- 26 yrs and 549 - 66.14% female, 49 +/- 28 yrs) were examined for different diseases. We identified 254 (30.6%) patients with hypertension (188 female and 66 male). According to the international criteria used for the classification of the severity of hypertension, more than half of the patients (51.2%) had severe hypertension, 31.5% modest and 17.3% mild. Statistically significant relation between the severity of hypertension and age or sex was not found out. Increased BMI as well as the presence of proteinuria and rheumatic diseases were significantly related to the severity of the hypertension while the coexistent heart disease, diabetes mellitus and chronic obstructive pulmonary disease (COPD) wasn\&#39;t. The use of non-steroid anti-inflammatory agents (NSAIDs) was related to the severity of hypertension with a borderline significance. 31.4% of the patients were on treatment with NSAIDs and/or cortisone because of rheumatic disease or obstructive pulmonary disease. Overfunction of the sympathetic system was present in 62.99%. The mean heart rate was greater in women (84/min) than in men (72/min). 28.35% of the patients had secondary hypertension, including the patients on a drug that can elevate the blood pressure and patients with increased activity of the sympathetic nervous system. So, 8.6% of the patients had usual causes of secondary hypertension and 19.6% hypertension secondary related to the use of NSAIDs or cortisone, or due to the increased activity of the sympathetic nervous system. Antihypertensive treatment was started in 248 patients, i.e. in all of them except the ones already on treatment having their blood pressure well controlled. For antihypertensive treatment beta-blockers or central adrenergic inhibitors either as monotherapy or in combination with other agents were used most frequently combined with diuretics and Ca antagonists and ACE inhibitors. In conclusion the diagnosis and treatment of hypertension in the population of Kosovo during the post war period had certain particularities.	NA	Central European journal of public health	4.Bronze	Epidemiologic characteristics of hypertension in the civilians of Kosovo after the war.	2005	34th Greek Medical Battalion, Greek Force of Kosovo.	0.0	[\&#39;eng\&#39;]	Czech Republic	Markoglou NCh, Hatzitolios AI, Savopoulos ChG, Ziakas AG, Koutsopoulos D, Metallidis S
28693070	Journal Article	&lt;b&gt;Objective:&lt;/b&gt; To explore the expression of Annexin a1 (AnxA1) mRNA in peripheral blood mononuclear cells (PBMC) from Naïve rheumatoid arthritis (RA) patients and healthy controls and to investigate its influencing factors. &lt;b&gt;Methods:&lt;/b&gt; Thirty Naïve RA patients and 36 healthy controls were recruited from the First Affiliated Hospital of Harbin Medical University between May 2013 and January 2015.All RA patients were fulfilled the classification criteria of ACR in 1987.Clinical characteristics and laboratory indexes were collected.Real time polymerase chain reaction (RT-PCR) was used to measure AnxA1 and Foxp3 mRNA expression respectively.Serum TNF-α, IL-17 and IL-10 levels in each group was determined separately by enzyme linked immunosorbent assay (ELISA). Furthermore, correlations between the expression of AnxA1 mRNA and clinical characteristics, laboratory parameters, Foxp3 mRNA, serum IL-17, TNF-α, IL-10 level in Naïve RA patients were analyzed. &lt;b&gt;Results:&lt;/b&gt; The expressions of AnxA1 mRNA in PBMC of Naïve RA patients were lower than that of healthy controls [0.12 (0.05-0.30) versus 1.66 (0.40-2.68), &lt;i&gt;P&lt;/i&gt;&lt;0.05]. The Foxp3 mRNA expressions in PBMC of Naïve RA patients were also lower than that of healthy controls [0.77 (0.39-1.89) versus 2.93 (2.65-3.49), &lt;i&gt;P&lt;/i&gt;&lt;0.05], while serum TNF-α, IL-17, and IL-10 levels of Naïve RA patients were higher than those of healthy controls (&lt;i&gt;P&lt;/i&gt;&lt;0.05). The expression of AnxA1 was positively associated with the expression of Foxp3 mRNA (&lt;i&gt;r(s)&lt;/i&gt;=0.513, &lt;i&gt;P&lt;/i&gt;&lt;0.05) and negatively associated with the serum IL-17 level (&lt;i&gt;r(s)&lt;/i&gt;=-0.381, &lt;i&gt;P&lt;/i&gt;&lt;0.05). But there were no correlations between expression of AnxA1 in PBMCs from Naïve RA patients with the TNF-α, IL-10 level, clinical characteristics (sex, age, disease duration and disease activity) and the laboratory indexes (RF, Anti-CCP antibody, ESR and CRP). The expression of Foxp3 mRNA and the serum IL-17 level was the independent influencing factor. &lt;b&gt;Conclusions:&lt;/b&gt; The reduced expression of AnxA1 may associate with the reduced expression of Foxp3 and the increased IL-17 level in Naïve RA patients.It suggested that AnxA1 may play a key role in immune regulation and anti-inflammatory process in the pathogenesis of RA.	[[\&#39;Annexin a1\&#39;, \&#39;Immune mechanism\&#39;, \&#39;Rheumatoid arthritis\&#39;]]	Zhonghua yi xue za zhi	4.Bronze	[Expression of annexin A1 in peripheral blood cells of Naïve rheumatoid arthritis patients and its influencing factors].	2017	Department of Rheumatology, the First Affiliated Hospital of Harbin Medical University, Harbin, 150001, China.	0.0	[\&#39;chi\&#39;]	China	Mei YF, Dai SM, Jia HN, Lin ZG, Zhang ZY
27325125	Journal Article	Limited data are available about the ultrasound (US)-detected inflammatory features in patients with suspicion of inflammatory arthritis (S-IA) vs. established rheumatoid arthritis (RA). Our study aimed to assess if the presence of power Doppler (PD) can be predicted by a combination of clinical, laboratory and US parameters. We conducted a real-life, retrospective cohort study comparing clinical, laboratory and US parameters of 108 patients with established RA and 93 patients with S-IA. We propose a PD signal prediction model based on a beta-binomial distribution for PD variable using a mix of outcome measures. Patients with RA in clinical remission had significantly more active inflammation and erosions on US when compared with patients with S-IA with similar disease scores (p = 0.03 and p = 0.01, respectively); however, RA patients with different disease activity score (DAS-28) scores had similar PD scores (p = 0.058). The PD scores did not correlate with erosions (p = 0.38) or DAS-28 scores (p = 0.28) in RA patients, but they correlated with high disease activity in S-IA patients (p = 0.048). Subclinical inflammation is more common in patients with RA in clinical remission or with low disease activity than in patients with S-IA; therefore, US was more useful in assessing for true remission in RA rather than diagnosing IA in patients with low disease activity scores. This is the first study to propose a PD prediction model integrating several outcome measures in the two different groups of patients. Further research into validating this model can minimise the risk of underdiagnosing subclinical inflammation. 	[[\&#39;Inflammatory joint pains\&#39;, \&#39;Joint ultrasound\&#39;, \&#39;Prediction of power Doppler\&#39;, \&#39;Rheumatoid arthritis\&#39;, \&#39;Subclinical inflammation\&#39;]]	Clinical rheumatology	4.Bronze	Ultrasound-detected subclinical inflammation was better reflected by the disease activity score (DAS-28) in patients with suspicion of inflammatory arthritis compared to established rheumatoid arthritis.	21/06/2016	Department of Rheumatology, University College London Hospitals NHS Trust, 3rd Floor Central, 250 Euston Road, London, NW1 2PG, UK. c.ciurtin@ucl.ac.uk.	0.0	[\&#39;eng\&#39;]	Germany	Ciurtin C, Wyszynski K, Clarke R, Mouyis M, Manson J, Marra G
8912503	Comparative Study	To perform a systematic literature review and meta-analysis of the effectiveness of low-dose corticosteroids in the treatment of rheumatoid arthritis (RA). After identifying all relevant studies meeting preselected inclusion criteria, we performed 2 meta-analyses. First, we compared the effectiveness of prednisone to placebo and active drug controls (aspirin, chloroquine, or deflazacort) using standard meta-analysis methods for continuous data. Then, to compare the relative effectiveness of prednisone to second-line agents, we used methods similar to prior meta-analyses of second-line agents for RA treatment. Outcomes assessed were the number of tender and swollen joints, grip strength, and the erythrocyte sedimentation rate (ESR). Very few studies directly assessed the effectiveness of corticosteroids for RA treatment, and many were of poor methodologic quality. Only 9 of 34 studies identified by our search met criteria for inclusion. The results of our standard meta-analysis indicated that corticosteroids appeared to be more effective than either placebo or active drug controls in improving most conventional outcome measures (effect size 0.90 for the number of tender joints, 1.05 for the number of swollen joints, and 1.20 for the ESR). In our second comparative meta-analysis, corticosteroids were nearly equivalent to second-line agents previously examined in meta-analyses (combined effect size 0.82). Based on the limited data available, during moderate-term treatment periods averaging slightly over 7 months, corticosteroids appeared to be as effective or more effective than alternative therapies in improving several common RA disease activity measures.	NA	Arthritis and rheumatism	4.Bronze	Low-dose corticosteroids in rheumatoid arthritis. A meta-analysis of their moderate-term effectiveness.	1996	Department of Internal Medicine, University of Iowa, Iowa City, USA.	0.0	[\&#39;eng\&#39;]	United States	Saag KG, Criswell LA, Sems KM, Nettleman MD, Kolluri S
18388148	Journal Article	We monitored the mRNA expression profiles of peripheral blood cells during treatment with a TNF-alpha inhibitor, infliximab, in patients with RA. Using a DNA microarray analysis, we demonstrated a unique set of genes, with distinct baseline and post-treatment changes in expression between responders and non-responders to infliximab treatment. Using a customized low-density cDNA microarray with 747 genes and a reliable data collection system, we monitored the mRNA expression profiles of whole blood cells from 18 RA patients before and after the infusion of infliximab for up to 22 weeks. The clinical response to treatment with infliximab was determined using the ACR response criteria, the disease activity score of 28 joints (DAS28), and individual clinical parameters. The patients were classified as responders or non-responders based on their ACR50% response at 22 weeks. Approximately 15% of the total genes were found to exhibit a &gt;1.5-fold change, compared with their reference values, at one or more time points during the 22 weeks of infliximab therapy. The expression of inflammatory genes, such as IFN-related genes, was strongly correlated with the serum level of CRP and the DAS28. The increased expression of inflammatory genes in responders was normalized within 2 weeks and then remained at a normal level during the treatment period. In contrast, in the non-responders, the elevated expression at baseline, although it was significantly decreased at 2 weeks, returned to the baseline level after 14 weeks. In addition to inflammatory genes, we identified several groups of genes with distinct differences in expression between the responders and non-responders. Our results suggest that a customized low-density microarray is useful for monitoring mRNA expression profiles in peripheral blood cells, enabling us to identify a unique set of genes with differentially regulated expressions in responders and non-responders to a TNF inhibitor among patients with RA.	NA	Rheumatology (Oxford, England)	4.Bronze	Messenger ribonucleic acid expression profile in peripheral blood cells from RA patients following treatment with an anti-TNF-alpha monoclonal antibody, infliximab.	03/04/2008	Division of Rheumatology/Clinical Immunology, Department of Internal Medicine, Saitama Medical Center, Saitama Medical University, 1981 Tsujido-machi, Kamoda, Kawagoe-shi, Saitama 350-8550, Japan.	0.0	[\&#39;eng\&#39;]	England	Sekiguchi N, Kawauchi S, Furuya T, Inaba N, Matsuda K, Ando S, Ogasawara M, Aburatani H, Kameda H, Amano K, Abe T, Ito S, Takeuchi T
17636694	Journal Article	Osteoarthritis (OA) affects a large portion of the population. Low Level Laser Therapy (LLLT) is a light source that generates extremely pure light, of a single wavelength. The effect is not thermal, but rather related to photochemical reactions in the cells. LLLT was introduced as an alternative non-invasive treatment for OA about 30 years ago, but its effectiveness has to be examined more closely, especially in the treatment of OA. To assess the effectiveness of class III LLLT for osteoarthritis when irradiation is directed at the osteoarthritic joint capsule. Searches were conducted in the following databases: MEDLINE, EMBASE, the Cochrane Musculoskeletal registry, the Rehabilitation and Related Therapies field registry and the Cochrane Controlled Trials Register up to May, 2005. Following an a prior protocol, only controlled clinical trials of LLLT for the treatment of patients with a clinical diagnosis of OA were eligible. Abstracts lacking data were excluded unless further data could be obtained from the authors. Two reviewers independently selected trials and extracted data using predetermined forms. A fixed effects model was used throughout for continuous variables, except where heterogeneity existed; in which case, a random effects model was used. Results were analyzed as weighted mean differences (WMD) with 95% confidence intervals (CI), whereas the difference between the treatment and control groups was weighted by the inverse of the variance. Standardized mean differences (SMD) were calculated by dividing the difference between treatment and control by the baseline variance, and were used in the analysis of pain because different scales were used to measure it. Dichotomous outcomes were analyzed with relative risk (RR). Eight trials were included with 233 patients randomized to laser and 172 patients to placebo laser. Treatment duration ranged from two to six weeks. Pain was assessed in seven trials. When the results were pooled from different pain scales used in these seven trials, a statistically significant difference in favor of laser treatment was found with a SMD of -0.28 (95% CI: -0.48 to -0.09). One of these studies also measured pain during movement and found a statistically significant difference in favor of laser treatment with a WMD of -1.16 (95% CI: -2.02 to -0.30). Two studies found significant results for increased knee range of motion. Two others studies found a statistically significant difference in favor of laser treatment for patient-assessed global disease activity with laser compared to placebo (RR 1.70, 95%CI: 1.1. to 2.63). One trial evaluated the effectiveness of laser treatment in temporomandibular joint OA and found a statistically significant difference (WMD 38.69, 95% CI: 29.25 to 48.13) using the change in VAS score to measure pain. One study found a statistically significant difference in favor of laser treatment at the end of treatment and at 4 and 8 weeks post-treatment for morning stiffness. Other outcome measures of joint tenderness and strength did not yield significant differences. Five trials included in this review showed a statistically significant difference favoring laser treatment when compared to placebo for at least one outcome measure. Three trials did not report beneficial effects. The varying results of these trials may be due to the method of laser application and/or other features of LLLT application. Clinicians and researchers should consistently report the characteristics of LLLT devices and application techniques used. New trials on LLLT should make use of standardized, validated outcomes. There is clearly a need to investigate the effects of different dosages on LLLT effectiveness for OA in future randomized, controlled clinical trials. Also, more studies should be done to investigate the anti-inflammatory action of laser as well as the appropriate parameters needed to achieve an anti-inflammatory effect.	NA	The Cochrane database of systematic reviews	4.Bronze	WITHDRAWN: Low level laser therapy (Classes III) for treating osteoarthritis.	18/07/2007	University of Ottawa, School of Rehabilitation Sciences, Faculty of Health Sciences, 451 Smyth Road, Ottawa, Ontario, Canada, K1H 8M5. lbrossea@uottawa.ca	0.0	[\&#39;eng\&#39;]	England	Brosseau L, Robinson V, Wells G, Debie R, Gam A, Harman K, Morin M, Shea B, Tugwell P
23945051	Journal Article	Rheumatoid arthritis (RA) is a chronic inflammatory disorder that leads to joint damage, deformity, and pain. It affects approximately 1% of adults in developed countries. Periodontitis is a chronic oral infection, caused by inflammatory reactions to gram-negative anaerobic bacteria, and affecting about 35 to 50% of adults. If left untreated, periodontitis can lead to tooth loss. A significant association has been shown to exist between periodontitis and RA in observational studies. Some intervention studies have suggested that periodontal treatment can reduce serum inflammatory biomarkers such as C-reactive protein, or erythrocyte sedimentation rate. We hypothesize that periodontitis could be an aggravating factor in patients with RA, and that its treatment would improve RA outcomes. The aim of this clinical trial is to assess the effect of periodontal treatment on the biological and clinical parameters of patients with RA. The ESPERA (Experimental Study of Periodontitis and Rheumatoid Arthritis) study is an open-label, randomized, controlled trial. Subjects with both RA and periodontitis will be recruited at two university hospitals in southwestern France. In total, 40 subjects will be randomized into two arms (intervention and control groups), and will be followed up for 3 months. Intervention will consist of full-mouth supra-gingival and sub-gingival non-surgical scaling and root planing, followed by systemic antibiotic therapy, local antiseptics, and oral hygiene instructions. After the 3-month follow-up period, the same intervention will be applied to the subjects randomized to the control group.The primary outcome will be change of in Disease Activity Score in 28 Joints (DAS28) at the end of the follow-up period. Secondary outcomes will be the percentages of subjects with 20%, 50%, and 70% improvement in disease according to the American College of Rheumatology criteria. Health-related quality of life assessments (the Health Assessment Questionnaire and the Geriatric Oral Health Assessment Index) will also be compared between the two groups. Evidence-based management of potential aggravating factors in subjects with active RA could be of clinical importance, yet there are few randomized controlled trials on the effect of periodontal treatment on the clinical parameters of RA. The ESPERA trial is designed to determine if non-surgical periodontal treatment could improve clinical outcomes in patients with active RA, and the quality of life of these patients. The ESPERA Trial was registered in Current Controlled Trials [ISRCTN79186420] on 2012/03/20. The trial started recruiting on 2012/03/06.	NA	Trials	4.Bronze	Effect of periodontal treatment on the clinical parameters of patients with rheumatoid arthritis: study protocol of the randomized, controlled ESPERA trial.	14/08/2013	Department of Dentistry, Toulouse University Hospital, CHU de Toulouse and Toulouse Dental School, Paul Sabatier University, Toulouse, France. paul.monsarrat@gmail.com	0.0	[\&#39;eng\&#39;]	England	Monsarrat P, Vergnes JN, Cantagrel A, Algans N, Cousty S, Kémoun P, Bertrand C, Arrivé E, Bou C, Sédarat C, Schaeverbeke T, Nabet C, Sixou M
21658310	Journal Article	Autoantibodies (rheumatoid factor, RF; anti-citrullinated-protein antibodies, ACPA) and complement system are involved in rheumatoid arthritis (RA). ACPA and anti-TNF agents are capable of in vitro modulating complement activity. We investigated the relationships between complement, autoantibodies, and anti-TNF treatment in vivo. One-hundred fourteen RA patients (89F/25M), diagnosed according to 1987 ACR criteria, and 30 healthy controls were enrolled. Serological analysis included ESR, CRP, complement C3, C4 and CH50, RF and ACPA (ELISA, cut-off&gt;20 U/ml). Split-products (SP) of C3 and B were studied by immunoelectrophoresis/counterimmunoelectrophoresis. Seventy-six patients started anti-TNF treatment and were studied at baseline and after 22 weeks. Disease activity was measured with DAS28 and response to therapy with EULAR criteria. At baseline, RA patients showed significantly higher levels of C3 and C4 than controls (C3 127.9±26.5 vs 110±25 mg/dl, P=0.0012; C4 29.7±10.2 vs 22.7±8.3mg/dl, P=0.0003). No differences in C3, C4 and CH50 levels were observed between ACPA+ (n=76) and ACPA- (n=38) patients. After 22 weeks of anti-TNF, C3, C4 and RF were significantly reduced (P&lt;0.003, &lt;0.005 and &lt;0.04, respectively) and RF changes showed negative correlation with CH50. SP of C3 and B were observed neither at baseline nor after 22 weeks. DAS28 significantly improved after 22 weeks. Patients showing higher baseline C3 or lower reduction of C3 levels after 22 weeks had a worse EULAR outcome (X2=22.793, P&lt;0.001). RF levels seem to correlate with complement CH50. The presence of high levels of C3 in RA patients may reflect a pro-inflammatory status and represent a negative prognostic factor for anti-TNF therapy.	NA	International journal of immunopathology and pharmacology	4.Bronze	Complement system and rheumatoid arthritis: relationships with autoantibodies, serological, clinical features, and anti-TNF treatment.	NA	Rheumatology, Allergology and Clinical Immunology, Department of Internal Medicine, University of Rome Tor Vergata, Rome, Italy.	0.0	[\&#39;eng\&#39;]	England	Di Muzio G, Perricone C, Ballanti E, Kroegler B, Greco E, Novelli L, Conigliaro P, Cipriani P, Giacomelli R, Perricone R
21909946	Journal Article	Earlier studies revealed that visual feedback has contributed in the management of neuromuscular as well as psychiatric disorders; however, it has not yet been applied in rheumatology. Visual feedback is a relatively new tool that enables the patient to visualize as well as monitor a real-time change of their disease activity parameters as well as the patient\&#39;s reported outcome measures. Integrating electronic data recording in the standard rheumatology clinical practice made visual feedback possible. To evaluate the feasibility of using the visual feedback in patients with early inflammatory arthritis (EA) and how ubiquitous computing technology can improve the patients\&#39; compliance and adherence to therapy, this was a double-blind randomized controlled study, which included 111 patients diagnosed to have EA according to the new ACR/EULAR criteria. All patients received disease-modifying antirheumatic drugs (DMARDs) therapy and monitored regularly over the period of 1 year. By the 6th month of treatment, the patients were randomly allocated to an active group (55 patients) to whom the visual feedback (visualization of charts showing the progression of disease activity parameters) was added to their management protocol, and a control group (56 patients) who continued their standard management protocols. The patients were monitored for another 6-months period. All the patient\&#39;s disease activity parameters, patient reported outcome measures (PROMs), medications, scores of falls, and cardiovascular risks were recorded electronically. Primary outcome was the change in the patients\&#39; adherence to their medications, disease activity score (DAS-28), and PROMs: pain score, patient global assessment, functional disability, and quality of life. Secondary outcome was the answers to a questionnaire completed by every patient in both the active group and control group (using Visual Analogue Scale) by the end of 1 year of management, to rate from the patient\&#39;s perspective the impact of the management protocol, whether using the standard or visual feedback approach, on them and their disease. The visual feedback provided a significant greater reduction in disease activity parameters as well as improvement of the patients\&#39; adherence to antirheumatic therapy (P &lt; 0.01). Also stopping the DMARDs therapy because of intolerance was significantly less in the active group. Concerns about the future was significantly less in the active group whereas inability to coup with daily life and disease stress were significantly more among the control group. The improvement of disease activity parameters was associated with improvement in functional disability and quality of life scores. Mean changes in disease parameters showed no significant differences at 3-6 months of therapy but differences were statistically significant at 12-months follow-up (P &lt; 0.01). Medication compliance was significantly correlated with changes in all measured disease parameters. By recording and monitoring disease activity parameters electronically and incorporating the visual feedback approach into clinical practice, a new experience can be created. Visual feedback enabled the patients to see how they are doing regarding their disease activity and helps to optimize their adherence to their treatment. Visual feedback had a positive and significant impact on the disease activity control.	NA	Rheumatology international	4.Bronze	Assessment of the utility of visual feedback in the treatment of early rheumatoid arthritis patients: a pilot study.	11/09/2011	Ain Shams University, Cairo, Egypt. yasser_elmiedany@yahoo.com	0.0	[\&#39;eng\&#39;]	Germany	El Miedany Y, El Gaafary M, Palmer D
